14.87639758	58	9.98908037	14.1548181	30	600	2	320
14.25481936	60	14.18132741	9.58423561	30	600	2	320
13.64918435	64	9.837187718	13.77835912	30	600	2	320
13.0807284	58	10.65503655	12.93664378	30	600	2	320
12.50172153	54	12.84922497	10.63958112	30	600	2	320
11.94882576	60	8.342771381	14.8655441	30	600	2	320
11.34170992	58	15.49629023	4.414359443	30	600	2	320
10.75925037	54	3.5576671	14.79815771	30	600	2	320
10.11736077	58	8.610452168	5.454576001	30	600	2	320
9.444333985	32	7.403615967	3.54352021	30	600	2	320
8.649500944	60	4.364350859	3.887985132	30	600	2	320
7.94397606	54	2.614802603	5.010775291	30	600	2	320
7.222864531	56	1.853847117	5.326497353	30	600	2	320
6.475105524	62	1.357942863	4.633359505	30	600	2	320
5.651853062	58	1.591099121	2.685908765	30	600	2	320
4.766692609	56	2.173205187	1.708009071	30	600	2	320
3.884774774	64	1.525990337	1.977573641	30	600	2	320
2.977354936	54	2.043515489	1.273541239	30	600	2	320
2.037624709	50	1.514465462	1.595432903	30	600	2	320
1.07098496	50	1.553216471	1.334733803	30	600	2	320
33.06405766	204	4.377066747	2.486117425	20	200	4	320
32.2379716	216	3.968866604	3.101697236	20	200	4	320
31.39326938	228	3.830310874	3.103794299	20	200	4	320
30.52299792	204	4.211048354	2.489254676	20	200	4	320
29.62288447	264	4.019925175	2.353468425	20	200	4	320
28.67767342	192	3.439387773	2.149133934	20	200	4	320
27.66714066	204	3.388979989	2.093994199	20	200	4	320
26.60633955	252	3.881793512	1.525327078	20	200	4	320
25.51791534	240	4.120218853	1.099954875	20	200	4	320
24.43789582	144	3.873382638	1.587145887	20	200	4	320
23.31260346	228	5.366507319	4.787328793	20	200	4	320
22.48012708	204	5.336103841	3.907360101	20	200	4	320
21.6635529	216	5.100280403	4.306062924	20	200	4	320
20.83678717	204	5.34543197	3.937129316	20	200	4	320
20.03081726	252	5.573582577	3.735635966	20	200	4	320
19.23630024	216	5.664541057	3.89193928	20	200	4	320
