1.282099545	1120	2.316895969	0.950201485	30	800	8	240
15.41543287	82	11.13370667	7.601473328	40	200	2	280
14.6900902	84	12.44061409	6.863483323	40	200	2	280
14.00123299	88	11.16390399	8.717655309	40	200	2	280
13.31120136	92	11.56598624	8.605676356	40	200	2	280
12.62451505	78	11.36334409	8.663880695	40	200	2	280
11.95349165	78	11.72882164	8.223855888	40	200	2	280
11.29337001	72	7.83824275	12.24370771	40	200	2	280
10.63715571	70	12.97234063	5.350972117	40	200	2	280
9.979542151	84	5.636470436	12.02064867	40	200	2	280
9.289988514	56	8.142132501	6.998257613	40	200	2	280
8.526101507	82	8.08812515	3.9647283	40	200	2	280
7.834933765	80	3.464504243	8.198636553	40	200	2	280
7.111221917	76	4.247330652	6.716945199	40	200	2	280
6.384243734	78	4.275652478	5.537651722	40	200	2	280
5.627654724	82	4.799182917	3.02760063	40	200	2	280
4.856950253	78	4.120587258	2.209883804	40	200	2	280
4.045015797	78	2.282729311	3.007213135	40	200	2	280
3.181934565	80	1.109778539	3.339128593	40	200	2	280
2.200223304	86	2.031477163	0.986214852	40	200	2	280
1.173154034	52	1.551751329	1.329003075	40	200	2	280
47.65677116	240	16.22163307	5.45848632	10	200	6	280
46.8529921	210	12.35150745	9.189601814	10	200	6	280
46.02407929	240	17.46089191	2.192663831	10	200	6	280
45.2015247	270	13.7758418	6.228741499	10	200	6	280
44.32634918	180	14.59368632	5.212187594	10	200	6	280
43.49581562	240	13.78867759	6.748384429	10	200	6	280
42.67839959	300	13.70215789	7.160884716	10	200	6	280
41.88441456	330	15.24954963	6.320389258	10	200	6	280
41.03026982	300	15.0960066	7.262479009	10	200	6	280
40.08272313	270	18.97148282	2.850493285	10	200	6	280
39.16434969	390	21.42559653	16.13987781	10	200	6	280
38.54149223	300	16.63656872	19.96039053	10	200	6	280
37.92667599	270	28.59531118	4.221232918	10	200	6	280
37.28342776	360	17.53093736	14.07115976	10	200	6	280
36.6507499	300	20.3197181	11.66852145	10	200	6	280
36.01392754	330	19.45061873	12.83983667	10	200	6	280
35.38608918	300	17.26196687	15.24401337	10	200	6	280
34.75195552	330	20.35474546	11.99116427	10	200	6	280
34.14971637	240	19.14570153	12.545941	10	200	6	280
33.47639899	270	17.40997666	11.760347	10	200	6	280
32.77009076	390	19.52077668	11.5811096	10	200	6	280
32.11319445	270	21.02835446	9.914493152	10	200	6	280
31.40327491	330	15.14452434	15.91748211	10	200	6	280
30.71030703	420	22.53563532	6.197667467	10	200	6	280
30.05846128	330	15.70654049	13.36407969	10	200	6	280
29.42301028	330	15.68894481	13.01153529	10	200	6	280
28.73708586	240	17.49887677	8.573176041	10	200	6	280
28.08282191	300	17.75510593	7.609643949	10	200	6	280
27.42054136	240	11.35135178	14.22539767	10	200	6	280
26.68891782	210	10.11508857	13.37693459	10	200	6	280
25.96524305	270	18.7320012	21.88182475	10	200	6	280
25.36133013	300	23.60469748	16.38962054	10	200	6	280
24.78781351	300	16.10784574	23.3000154	10	200	6	280
24.20983244	330	18.23478204	21.22212843	10	200	6	280
23.64093688	300	22.7656954	12.86800324	10	200	6	280
22.97051442	300	17.39985622	8.654548818	10	200	6	280
22.34421571	270	4.876495806	17.13471645	10	200	6	280
